,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,cpulimit,memorylimit
851,27.0,2.0,11.0,10.0,3.0,5.0,11.0,5.0,61.0,18.0,14.0,4.0,8.0,2.0,5
852,28.0,4.0,4.0,7.0,3.0,4.0,8.0,2.0,25.0,3.0,2.0,2.0,3.0,2.0,5
853,29.0,13.0,9.0,12.0,3.0,12.0,4.0,3.0,50.0,8.0,6.0,8.0,6.0,2.0,5
854,30.0,10.0,5.0,10.0,4.0,26.0,5.0,3.0,60.0,10.0,7.0,2.0,4.0,2.0,5
855,31.0,11.0,3.0,13.0,3.0,21.0,10.0,1.0,60.0,9.0,4.0,8.0,4.0,2.0,5
856,32.0,11.0,5.0,10.0,5.0,15.0,4.0,11.0,53.0,13.0,3.0,5.0,5.0,2.0,5
857,33.0,14.0,9.0,6.0,3.0,14.0,7.0,5.0,55.0,10.0,8.0,5.0,2.0,2.0,5
858,34.0,17.0,8.0,6.0,4.0,14.0,6.0,4.0,60.0,12.0,9.0,5.0,4.0,2.0,5
859,35.0,13.0,6.0,6.0,5.0,19.0,5.0,5.0,57.0,9.0,10.0,7.0,6.0,2.0,5
860,36.0,13.0,4.0,11.0,3.0,20.0,4.0,7.0,54.0,11.0,8.0,6.0,5.0,2.0,5
861,37.0,11.0,11.0,14.0,4.0,15.0,3.0,5.0,49.0,5.0,5.0,3.0,7.0,2.0,5
862,38.0,11.0,6.0,13.0,4.0,20.0,5.0,4.0,53.0,11.0,5.0,9.0,6.0,2.0,5
863,39.0,15.0,6.0,7.0,7.0,17.0,4.0,2.0,59.0,13.0,4.0,4.0,4.0,2.0,5
864,40.0,17.0,6.0,10.0,2.0,17.0,4.0,6.0,52.0,11.0,7.0,10.0,2.0,2.0,5
865,41.0,11.0,6.0,11.0,4.0,18.0,5.0,3.0,54.0,9.0,7.0,9.0,2.0,2.0,5
866,42.0,10.0,6.0,15.0,5.0,20.0,4.0,3.0,56.0,15.0,3.0,4.0,7.0,2.0,5
867,43.0,10.0,9.0,11.0,4.0,16.0,5.0,4.0,59.0,12.0,3.0,7.0,3.0,2.0,5
868,44.0,9.0,10.0,11.0,3.0,21.0,3.0,3.0,58.0,16.0,2.0,4.0,5.0,2.0,5
869,45.0,11.0,8.0,8.0,7.0,15.0,4.0,6.0,56.0,17.0,3.0,7.0,4.0,2.0,5
870,46.0,11.0,7.0,12.0,4.0,23.0,5.0,2.0,59.0,7.0,10.0,6.0,6.0,2.0,5
871,47.0,13.0,6.0,8.0,2.0,12.0,9.0,3.0,63.0,16.0,6.0,5.0,4.0,2.0,5
872,48.0,15.0,6.0,8.0,6.0,17.0,6.0,4.0,47.0,9.0,2.0,8.0,5.0,2.0,5
873,49.0,9.0,6.0,9.0,5.0,14.0,5.0,2.0,54.0,11.0,5.0,12.0,8.0,2.0,5
874,50.0,11.0,11.0,8.0,4.0,15.0,4.0,6.0,61.0,16.0,3.0,6.0,4.0,2.0,5
875,51.0,10.0,10.0,15.0,5.0,15.0,2.0,5.0,54.0,15.0,4.0,7.0,4.0,2.0,5
876,52.0,15.0,10.0,4.0,1.0,15.0,3.0,2.0,60.0,13.0,7.0,7.0,1.0,2.0,5
877,53.0,8.0,4.0,10.0,6.0,24.0,5.0,3.0,62.0,9.0,8.0,11.0,0.0,2.0,5
878,54.0,10.0,9.0,10.0,3.0,18.0,9.0,2.0,66.0,11.0,7.0,5.0,4.0,2.0,5
879,55.0,14.0,11.0,11.0,3.0,17.0,9.0,3.0,65.0,9.0,7.0,0.0,3.0,2.0,5
880,1.0,6.0,12.0,6.0,10.0,9.0,11.0,12.0,52.0,13.0,2.0,1.0,13.0,2.0,7
881,2.0,9.0,13.0,10.0,14.0,8.0,3.0,15.0,39.0,10.0,2.0,4.0,8.0,2.0,7
882,3.0,13.0,13.0,5.0,6.0,4.0,7.0,18.0,39.0,11.0,1.0,2.0,8.0,2.0,7
883,4.0,10.0,20.0,6.0,12.0,6.0,3.0,15.0,43.0,8.0,3.0,4.0,10.0,2.0,7
884,5.0,4.0,22.0,9.0,7.0,5.0,7.0,11.0,55.0,7.0,5.0,3.0,10.0,2.0,7
885,6.0,13.0,17.0,10.0,8.0,5.0,4.0,6.0,38.0,5.0,1.0,6.0,10.0,2.0,7
886,7.0,4.0,19.0,14.0,12.0,4.0,5.0,6.0,44.0,7.0,4.0,8.0,12.0,2.0,7
887,8.0,10.0,17.0,6.0,13.0,10.0,7.0,14.0,48.0,9.0,1.0,4.0,5.0,2.0,7
888,9.0,10.0,14.0,4.0,7.0,7.0,8.0,11.0,47.0,9.0,1.0,4.0,10.0,2.0,7
889,10.0,12.0,16.0,8.0,8.0,6.0,10.0,4.0,47.0,6.0,3.0,6.0,12.0,2.0,7
890,11.0,17.0,16.0,6.0,13.0,7.0,7.0,10.0,45.0,9.0,2.0,3.0,6.0,2.0,7
891,12.0,5.0,15.0,6.0,8.0,5.0,7.0,13.0,43.0,4.0,4.0,6.0,12.0,2.0,7
892,13.0,13.0,12.0,11.0,9.0,7.0,3.0,14.0,42.0,13.0,4.0,5.0,6.0,2.0,7
893,14.0,9.0,13.0,5.0,14.0,7.0,4.0,6.0,50.0,11.0,3.0,6.0,7.0,2.0,7
894,15.0,7.0,12.0,10.0,8.0,7.0,10.0,14.0,45.0,10.0,2.0,2.0,10.0,2.0,7
895,16.0,9.0,16.0,5.0,10.0,7.0,8.0,5.0,52.0,10.0,2.0,8.0,8.0,2.0,7
896,17.0,10.0,14.0,12.0,9.0,5.0,7.0,15.0,39.0,4.0,2.0,6.0,9.0,2.0,7
897,18.0,15.0,15.0,6.0,11.0,5.0,6.0,13.0,40.0,4.0,1.0,5.0,9.0,2.0,7
898,19.0,11.0,12.0,7.0,10.0,6.0,2.0,6.0,37.0,11.0,1.0,6.0,14.0,2.0,7
899,20.0,18.0,14.0,5.0,10.0,4.0,7.0,6.0,43.0,12.0,4.0,5.0,13.0,2.0,7
900,21.0,9.0,11.0,13.0,9.0,9.0,7.0,10.0,46.0,9.0,3.0,3.0,9.0,2.0,7
901,22.0,5.0,10.0,11.0,17.0,4.0,3.0,12.0,40.0,9.0,6.0,4.0,6.0,2.0,7
902,23.0,11.0,15.0,12.0,9.0,10.0,4.0,11.0,39.0,6.0,2.0,2.0,14.0,2.0,7
903,24.0,12.0,14.0,3.0,7.0,7.0,9.0,10.0,51.0,9.0,6.0,6.0,9.0,2.0,7
904,25.0,17.0,16.0,7.0,9.0,6.0,3.0,5.0,45.0,12.0,5.0,9.0,8.0,2.0,7
905,26.0,6.0,23.0,6.0,9.0,3.0,4.0,14.0,50.0,8.0,2.0,0.0,9.0,2.0,7
906,27.0,14.0,11.0,5.0,13.0,9.0,3.0,9.0,44.0,10.0,7.0,2.0,12.0,2.0,7
907,28.0,4.0,1.0,7.0,3.0,1.0,6.0,6.0,21.0,7.0,4.0,0.0,4.0,2.0,7
908,29.0,6.0,2.0,6.0,5.0,0.0,12.0,2.0,64.0,27.0,20.0,3.0,8.0,2.0,7
909,30.0,9.0,4.0,17.0,6.0,5.0,10.0,1.0,58.0,21.0,16.0,4.0,5.0,2.0,7
910,31.0,4.0,5.0,11.0,5.0,5.0,8.0,5.0,61.0,22.0,17.0,1.0,6.0,2.0,7
911,32.0,11.0,3.0,8.0,12.0,4.0,5.0,6.0,49.0,19.0,15.0,7.0,4.0,2.0,7
912,33.0,9.0,5.0,9.0,7.0,4.0,8.0,4.0,59.0,24.0,12.0,4.0,8.0,2.0,7
913,34.0,5.0,8.0,14.0,9.0,4.0,7.0,5.0,59.0,27.0,10.0,2.0,6.0,2.0,7
914,35.0,8.0,2.0,9.0,5.0,4.0,4.0,4.0,58.0,21.0,18.0,2.0,4.0,2.0,7
915,36.0,11.0,6.0,8.0,9.0,5.0,8.0,1.0,58.0,30.0,6.0,3.0,10.0,2.0,7
916,37.0,5.0,5.0,11.0,7.0,3.0,8.0,4.0,62.0,28.0,12.0,4.0,7.0,2.0,7
917,38.0,11.0,1.0,14.0,8.0,4.0,7.0,7.0,55.0,26.0,12.0,0.0,5.0,2.0,7
918,39.0,8.0,4.0,13.0,3.0,4.0,8.0,4.0,63.0,36.0,10.0,1.0,8.0,2.0,7
919,40.0,4.0,3.0,11.0,5.0,6.0,4.0,5.0,52.0,24.0,12.0,1.0,12.0,2.0,7
920,41.0,8.0,4.0,11.0,6.0,1.0,8.0,3.0,60.0,32.0,11.0,4.0,8.0,2.0,7
921,42.0,6.0,4.0,10.0,7.0,3.0,10.0,3.0,59.0,25.0,14.0,3.0,12.0,2.0,7
922,43.0,3.0,2.0,8.0,8.0,2.0,13.0,6.0,62.0,28.0,12.0,6.0,7.0,2.0,7
923,44.0,3.0,4.0,9.0,5.0,4.0,10.0,6.0,60.0,26.0,12.0,3.0,10.0,2.0,7
924,45.0,5.0,2.0,17.0,7.0,3.0,3.0,4.0,54.0,28.0,11.0,3.0,6.0,2.0,7
925,46.0,8.0,3.0,5.0,4.0,5.0,8.0,4.0,68.0,34.0,14.0,4.0,5.0,2.0,7
926,47.0,5.0,4.0,7.0,8.0,1.0,6.0,5.0,66.0,32.0,19.0,3.0,6.0,2.0,7
927,48.0,8.0,3.0,11.0,7.0,5.0,7.0,7.0,58.0,23.0,15.0,3.0,6.0,2.0,7
928,49.0,5.0,4.0,9.0,10.0,5.0,4.0,2.0,64.0,39.0,9.0,5.0,5.0,2.0,7
929,50.0,5.0,4.0,16.0,6.0,4.0,5.0,3.0,53.0,26.0,11.0,2.0,5.0,2.0,7
930,51.0,3.0,3.0,13.0,8.0,1.0,3.0,3.0,56.0,34.0,13.0,4.0,13.0,2.0,7
931,52.0,10.0,3.0,10.0,4.0,3.0,4.0,5.0,61.0,32.0,17.0,2.0,8.0,2.0,7
932,53.0,9.0,3.0,13.0,2.0,4.0,9.0,2.0,55.0,15.0,18.0,4.0,5.0,2.0,7
933,54.0,11.0,3.0,9.0,7.0,5.0,7.0,10.0,49.0,21.0,11.0,6.0,8.0,2.0,7
934,55.0,11.0,4.0,13.0,7.0,3.0,10.0,3.0,58.0,28.0,7.0,4.0,4.0,2.0,7
935,1.0,10.0,12.0,5.0,4.0,9.0,14.0,2.0,65.0,9.0,7.0,9.0,4.0,3.0,2
936,2.0,7.0,11.0,8.0,4.0,12.0,12.0,3.0,63.0,7.0,7.0,10.0,4.0,3.0,2
937,3.0,8.0,14.0,7.0,5.0,14.0,8.0,2.0,64.0,6.0,13.0,10.0,3.0,3.0,2
938,4.0,13.0,8.0,0.0,7.0,15.0,8.0,3.0,55.0,10.0,10.0,7.0,7.0,3.0,2
939,5.0,11.0,8.0,5.0,3.0,10.0,10.0,1.0,59.0,9.0,10.0,13.0,6.0,3.0,2
940,6.0,12.0,9.0,9.0,3.0,12.0,8.0,1.0,57.0,10.0,9.0,10.0,8.0,3.0,2
941,7.0,10.0,8.0,3.0,5.0,12.0,14.0,3.0,61.0,7.0,9.0,7.0,4.0,3.0,2
942,8.0,10.0,14.0,4.0,2.0,12.0,15.0,4.0,68.0,5.0,13.0,8.0,3.0,3.0,2
943,9.0,7.0,9.0,10.0,8.0,9.0,6.0,3.0,56.0,12.0,11.0,10.0,5.0,3.0,2
944,10.0,8.0,7.0,9.0,1.0,2.0,17.0,7.0,59.0,10.0,12.0,10.0,5.0,3.0,2
945,11.0,11.0,8.0,7.0,5.0,8.0,6.0,9.0,49.0,13.0,7.0,7.0,5.0,3.0,2
946,12.0,5.0,15.0,5.0,4.0,9.0,13.0,2.0,71.0,13.0,9.0,11.0,2.0,3.0,2
947,13.0,7.0,11.0,4.0,4.0,8.0,14.0,3.0,61.0,9.0,12.0,13.0,7.0,3.0,2
948,14.0,5.0,14.0,7.0,2.0,5.0,15.0,2.0,67.0,16.0,10.0,7.0,10.0,3.0,2
949,15.0,11.0,15.0,4.0,7.0,11.0,7.0,3.0,56.0,7.0,5.0,9.0,4.0,3.0,2
950,16.0,14.0,15.0,3.0,3.0,10.0,10.0,4.0,60.0,6.0,11.0,9.0,5.0,3.0,2
951,17.0,7.0,9.0,5.0,2.0,9.0,10.0,3.0,66.0,15.0,13.0,10.0,6.0,3.0,2
952,18.0,12.0,15.0,5.0,4.0,10.0,9.0,0.0,64.0,10.0,11.0,10.0,5.0,3.0,2
953,19.0,12.0,14.0,0.0,4.0,9.0,9.0,5.0,57.0,10.0,9.0,6.0,10.0,3.0,2
954,20.0,12.0,9.0,6.0,4.0,15.0,8.0,0.0,65.0,13.0,8.0,9.0,2.0,3.0,2
955,21.0,15.0,8.0,8.0,8.0,7.0,9.0,3.0,46.0,9.0,5.0,15.0,3.0,3.0,2
956,22.0,11.0,11.0,7.0,4.0,8.0,8.0,5.0,51.0,6.0,7.0,14.0,8.0,3.0,2
957,23.0,7.0,8.0,2.0,3.0,12.0,13.0,5.0,59.0,10.0,7.0,13.0,9.0,3.0,2
958,24.0,16.0,10.0,2.0,1.0,11.0,9.0,4.0,62.0,9.0,8.0,9.0,3.0,3.0,2
959,25.0,13.0,16.0,4.0,3.0,7.0,9.0,1.0,61.0,10.0,9.0,11.0,2.0,3.0,2
960,26.0,14.0,16.0,3.0,7.0,6.0,14.0,2.0,62.0,7.0,4.0,9.0,3.0,3.0,2
961,27.0,10.0,8.0,3.0,6.0,11.0,12.0,2.0,59.0,8.0,7.0,7.0,12.0,3.0,2
962,28.0,3.0,4.0,5.0,1.0,2.0,4.0,6.0,20.0,4.0,1.0,5.0,2.0,3.0,2
963,29.0,1.0,8.0,3.0,7.0,9.0,9.0,9.0,57.0,12.0,6.0,9.0,8.0,3.0,2
964,30.0,4.0,3.0,10.0,3.0,7.0,13.0,17.0,51.0,9.0,8.0,12.0,3.0,3.0,2
965,31.0,4.0,6.0,4.0,9.0,4.0,5.0,23.0,48.0,19.0,6.0,9.0,3.0,3.0,2
966,32.0,3.0,4.0,7.0,13.0,5.0,4.0,13.0,41.0,15.0,5.0,17.0,5.0,3.0,2
967,33.0,3.0,5.0,8.0,14.0,3.0,9.0,8.0,37.0,7.0,3.0,15.0,8.0,3.0,2
968,34.0,4.0,6.0,9.0,6.0,3.0,8.0,7.0,53.0,10.0,8.0,12.0,7.0,3.0,2
969,35.0,4.0,4.0,8.0,9.0,4.0,10.0,14.0,39.0,9.0,4.0,17.0,9.0,3.0,2
970,36.0,4.0,8.0,7.0,9.0,1.0,7.0,17.0,41.0,5.0,3.0,15.0,7.0,3.0,2
971,37.0,3.0,6.0,7.0,10.0,7.0,6.0,15.0,49.0,13.0,6.0,9.0,7.0,3.0,2
972,38.0,6.0,9.0,6.0,8.0,5.0,8.0,14.0,44.0,12.0,4.0,11.0,3.0,3.0,2
973,39.0,5.0,2.0,5.0,11.0,3.0,8.0,20.0,43.0,10.0,9.0,11.0,5.0,3.0,2
974,40.0,7.0,2.0,7.0,15.0,6.0,9.0,9.0,40.0,13.0,1.0,15.0,5.0,3.0,2
975,41.0,1.0,8.0,9.0,5.0,7.0,9.0,11.0,59.0,10.0,14.0,9.0,6.0,3.0,2
976,42.0,1.0,7.0,6.0,12.0,6.0,7.0,12.0,51.0,12.0,6.0,12.0,6.0,3.0,2
977,43.0,1.0,4.0,2.0,6.0,7.0,6.0,22.0,47.0,9.0,10.0,12.0,10.0,3.0,2
978,44.0,1.0,4.0,9.0,9.0,2.0,6.0,14.0,42.0,14.0,9.0,14.0,5.0,3.0,2
979,45.0,3.0,8.0,9.0,8.0,5.0,6.0,14.0,43.0,11.0,6.0,15.0,6.0,3.0,2
980,46.0,2.0,2.0,11.0,9.0,8.0,5.0,14.0,48.0,8.0,9.0,11.0,4.0,3.0,2
981,47.0,2.0,5.0,9.0,8.0,6.0,10.0,12.0,44.0,8.0,3.0,18.0,7.0,3.0,2
982,48.0,5.0,7.0,5.0,12.0,7.0,11.0,11.0,47.0,6.0,6.0,14.0,5.0,3.0,2
983,49.0,2.0,6.0,6.0,18.0,4.0,4.0,11.0,35.0,4.0,7.0,18.0,6.0,3.0,2
984,50.0,1.0,13.0,9.0,5.0,10.0,7.0,15.0,55.0,5.0,7.0,11.0,4.0,3.0,2
985,51.0,2.0,6.0,4.0,7.0,7.0,11.0,10.0,54.0,12.0,5.0,8.0,12.0,3.0,2
986,52.0,3.0,5.0,4.0,8.0,6.0,11.0,22.0,40.0,7.0,3.0,12.0,10.0,3.0,2
987,53.0,2.0,4.0,6.0,7.0,7.0,9.0,12.0,51.0,17.0,7.0,16.0,6.0,3.0,2
988,54.0,4.0,1.0,7.0,6.0,11.0,7.0,18.0,49.0,15.0,6.0,8.0,7.0,3.0,2
989,55.0,3.0,5.0,5.0,8.0,4.0,11.0,13.0,45.0,13.0,4.0,14.0,8.0,3.0,2
990,1.0,10.0,5.0,7.0,10.0,13.0,5.0,5.0,46.0,13.0,4.0,3.0,15.0,3.5,7
991,2.0,8.0,6.0,7.0,10.0,9.0,4.0,1.0,64.0,20.0,15.0,0.0,6.0,3.5,7
992,3.0,16.0,5.0,11.0,8.0,11.0,5.0,2.0,42.0,6.0,8.0,5.0,16.0,3.5,7
993,4.0,11.0,5.0,3.0,9.0,10.0,1.0,2.0,54.0,21.0,12.0,4.0,13.0,3.5,7
994,5.0,13.0,6.0,1.0,8.0,11.0,4.0,4.0,57.0,22.0,8.0,1.0,11.0,3.5,7
995,6.0,11.0,4.0,7.0,13.0,10.0,2.0,1.0,48.0,17.0,8.0,5.0,14.0,3.5,7
996,7.0,7.0,4.0,11.0,6.0,15.0,5.0,2.0,60.0,13.0,14.0,5.0,9.0,3.5,7
997,8.0,8.0,3.0,7.0,13.0,13.0,2.0,4.0,49.0,22.0,4.0,3.0,15.0,3.5,7
998,9.0,12.0,3.0,11.0,10.0,10.0,2.0,3.0,47.0,13.0,11.0,0.0,13.0,3.5,7
999,10.0,14.0,5.0,10.0,7.0,9.0,4.0,1.0,52.0,13.0,10.0,4.0,7.0,3.5,7
1000,11.0,12.0,3.0,15.0,11.0,9.0,6.0,2.0,42.0,12.0,8.0,4.0,14.0,3.5,7
1001,12.0,7.0,5.0,10.0,13.0,11.0,5.0,3.0,53.0,15.0,10.0,4.0,10.0,3.5,7
1002,13.0,14.0,3.0,5.0,10.0,15.0,6.0,2.0,51.0,13.0,11.0,4.0,5.0,3.5,7
1003,14.0,13.0,2.0,12.0,13.0,13.0,3.0,2.0,44.0,13.0,5.0,0.0,15.0,3.5,7
1004,15.0,10.0,2.0,5.0,11.0,13.0,1.0,4.0,55.0,19.0,12.0,7.0,8.0,3.5,7
1005,16.0,14.0,6.0,8.0,13.0,7.0,3.0,4.0,46.0,15.0,12.0,1.0,6.0,3.5,7
1006,17.0,14.0,8.0,9.0,11.0,7.0,2.0,5.0,47.0,16.0,10.0,2.0,12.0,3.5,7
1007,18.0,12.0,5.0,7.0,17.0,12.0,1.0,1.0,49.0,13.0,9.0,4.0,8.0,3.5,7
1008,19.0,16.0,3.0,4.0,8.0,12.0,4.0,3.0,46.0,15.0,9.0,7.0,8.0,3.5,7
1009,20.0,12.0,5.0,12.0,8.0,9.0,0.0,4.0,54.0,19.0,13.0,2.0,8.0,3.5,7
1010,21.0,11.0,10.0,10.0,10.0,12.0,4.0,3.0,51.0,14.0,7.0,2.0,13.0,3.5,7
1011,22.0,15.0,8.0,9.0,5.0,9.0,5.0,3.0,55.0,19.0,9.0,3.0,7.0,3.5,7
1012,23.0,16.0,6.0,9.0,9.0,9.0,5.0,1.0,49.0,17.0,7.0,4.0,7.0,3.5,7
1013,24.0,11.0,6.0,8.0,19.0,8.0,2.0,3.0,46.0,12.0,13.0,1.0,10.0,3.5,7
1014,25.0,9.0,2.0,7.0,7.0,12.0,3.0,6.0,45.0,15.0,8.0,9.0,17.0,3.5,7
1015,26.0,11.0,6.0,7.0,6.0,14.0,2.0,8.0,55.0,16.0,6.0,2.0,10.0,3.5,7
1016,27.0,11.0,7.0,5.0,7.0,12.0,3.0,2.0,54.0,12.0,9.0,9.0,7.0,3.5,7
1017,28.0,1.0,2.0,4.0,5.0,5.0,1.0,6.0,25.0,9.0,4.0,3.0,4.0,3.5,7
1018,29.0,7.0,7.0,5.0,7.0,6.0,6.0,3.0,50.0,22.0,6.0,12.0,3.0,3.5,7
1019,30.0,7.0,6.0,7.0,5.0,9.0,5.0,5.0,67.0,33.0,8.0,6.0,3.0,3.5,7
1020,31.0,6.0,5.0,8.0,5.0,1.0,7.0,2.0,60.0,30.0,9.0,14.0,5.0,3.5,7
1021,32.0,15.0,4.0,5.0,8.0,2.0,7.0,5.0,46.0,20.0,7.0,17.0,4.0,3.5,7
1022,33.0,6.0,8.0,4.0,4.0,6.0,6.0,3.0,61.0,29.0,4.0,7.0,5.0,3.5,7
1023,34.0,8.0,7.0,8.0,5.0,8.0,7.0,7.0,56.0,27.0,4.0,11.0,5.0,3.5,7
1024,35.0,12.0,8.0,3.0,6.0,3.0,5.0,6.0,59.0,26.0,9.0,8.0,6.0,3.5,7
1025,36.0,6.0,7.0,4.0,7.0,6.0,9.0,4.0,59.0,22.0,5.0,10.0,7.0,3.5,7
1026,37.0,8.0,7.0,7.0,8.0,2.0,3.0,3.0,52.0,23.0,9.0,10.0,5.0,3.5,7
1027,38.0,7.0,11.0,5.0,9.0,3.0,5.0,1.0,56.0,25.0,4.0,14.0,8.0,3.5,7
1028,39.0,9.0,8.0,5.0,8.0,2.0,6.0,2.0,61.0,27.0,6.0,14.0,1.0,3.5,7
1029,40.0,14.0,10.0,6.0,2.0,4.0,10.0,3.0,54.0,19.0,3.0,11.0,10.0,3.5,7
1030,41.0,3.0,6.0,8.0,10.0,11.0,4.0,3.0,54.0,25.0,6.0,11.0,9.0,3.5,7
1031,42.0,10.0,8.0,7.0,8.0,6.0,7.0,1.0,56.0,25.0,9.0,7.0,6.0,3.5,7
1032,43.0,3.0,9.0,8.0,5.0,6.0,8.0,1.0,69.0,30.0,7.0,8.0,3.0,3.5,7
1033,44.0,6.0,7.0,5.0,9.0,6.0,7.0,4.0,59.0,21.0,10.0,10.0,7.0,3.5,7
1034,45.0,10.0,11.0,4.0,5.0,7.0,4.0,4.0,66.0,29.0,9.0,9.0,2.0,3.5,7
1035,46.0,11.0,9.0,3.0,13.0,3.0,5.0,2.0,59.0,28.0,7.0,9.0,2.0,3.5,7
1036,47.0,9.0,8.0,3.0,11.0,2.0,7.0,4.0,57.0,28.0,10.0,7.0,2.0,3.5,7
1037,48.0,11.0,7.0,3.0,5.0,5.0,10.0,5.0,61.0,26.0,7.0,9.0,4.0,3.5,7
1038,49.0,7.0,9.0,7.0,8.0,8.0,7.0,0.0,60.0,24.0,7.0,13.0,5.0,3.5,7
1039,50.0,7.0,8.0,5.0,2.0,5.0,8.0,4.0,61.0,26.0,6.0,15.0,6.0,3.5,7
1040,51.0,8.0,7.0,4.0,12.0,10.0,10.0,2.0,60.0,19.0,11.0,8.0,6.0,3.5,7
1041,52.0,5.0,9.0,3.0,4.0,4.0,6.0,4.0,65.0,37.0,4.0,9.0,6.0,3.5,7
1042,53.0,13.0,7.0,5.0,4.0,0.0,5.0,1.0,55.0,30.0,4.0,10.0,9.0,3.5,7
1043,54.0,8.0,6.0,1.0,5.0,4.0,7.0,3.0,66.0,31.0,9.0,7.0,8.0,3.5,7
1044,55.0,7.0,9.0,7.0,7.0,4.0,14.0,3.0,62.0,24.0,6.0,10.0,3.0,3.5,7
1045,1.0,12.0,6.0,8.0,5.0,10.0,10.0,8.0,53.0,20.0,4.0,3.0,10.0,2.5,6
1046,2.0,4.0,9.0,9.0,2.0,12.0,7.0,7.0,61.0,20.0,7.0,3.0,7.0,2.5,6
1047,3.0,10.0,9.0,3.0,2.0,6.0,12.0,8.0,61.0,20.0,9.0,3.0,13.0,2.5,6
1048,4.0,8.0,4.0,10.0,4.0,15.0,11.0,6.0,58.0,18.0,6.0,3.0,8.0,2.5,6
1049,5.0,8.0,10.0,10.0,4.0,5.0,7.0,10.0,53.0,26.0,2.0,2.0,11.0,2.5,6
1050,6.0,6.0,5.0,9.0,6.0,11.0,6.0,6.0,50.0,17.0,7.0,5.0,13.0,2.5,6
1051,7.0,6.0,5.0,8.0,2.0,10.0,12.0,2.0,63.0,22.0,10.0,3.0,11.0,2.5,6
1052,8.0,11.0,9.0,3.0,4.0,10.0,11.0,5.0,60.0,20.0,7.0,2.0,11.0,2.5,6
1053,9.0,9.0,5.0,8.0,1.0,21.0,10.0,13.0,56.0,13.0,2.0,5.0,7.0,2.5,6
1054,10.0,8.0,12.0,10.0,3.0,10.0,8.0,8.0,58.0,19.0,3.0,7.0,6.0,2.5,6
1055,11.0,7.0,11.0,11.0,6.0,4.0,16.0,4.0,58.0,18.0,7.0,2.0,9.0,2.5,6
1056,12.0,11.0,3.0,5.0,3.0,8.0,11.0,8.0,54.0,21.0,5.0,4.0,10.0,2.5,6
1057,13.0,9.0,3.0,7.0,3.0,12.0,7.0,7.0,50.0,20.0,4.0,4.0,18.0,2.5,6
1058,14.0,13.0,7.0,8.0,3.0,9.0,10.0,5.0,57.0,22.0,3.0,4.0,10.0,2.5,6
1059,15.0,12.0,7.0,10.0,2.0,12.0,7.0,3.0,54.0,18.0,6.0,4.0,8.0,2.5,6
1060,16.0,10.0,7.0,4.0,2.0,9.0,6.0,4.0,62.0,28.0,6.0,3.0,14.0,2.5,6
1061,17.0,6.0,10.0,6.0,2.0,6.0,11.0,4.0,58.0,22.0,3.0,6.0,17.0,2.5,6
1062,18.0,9.0,2.0,9.0,2.0,12.0,14.0,8.0,52.0,18.0,3.0,7.0,12.0,2.5,6
1063,19.0,5.0,6.0,11.0,2.0,14.0,8.0,11.0,53.0,17.0,4.0,6.0,12.0,2.5,6
1064,20.0,1.0,7.0,10.0,1.0,10.0,9.0,8.0,63.0,21.0,8.0,2.0,10.0,2.5,6
1065,21.0,8.0,5.0,2.0,3.0,18.0,12.0,4.0,64.0,21.0,6.0,4.0,14.0,2.5,6
1066,22.0,16.0,8.0,5.0,1.0,11.0,10.0,4.0,57.0,20.0,2.0,5.0,10.0,2.5,6
1067,23.0,9.0,8.0,7.0,1.0,17.0,12.0,5.0,63.0,17.0,4.0,3.0,11.0,2.5,6
1068,24.0,7.0,7.0,5.0,2.0,13.0,6.0,13.0,51.0,16.0,5.0,5.0,12.0,2.5,6
1069,25.0,10.0,5.0,10.0,5.0,11.0,8.0,5.0,55.0,18.0,5.0,3.0,10.0,2.5,6
1070,26.0,9.0,7.0,8.0,4.0,7.0,7.0,7.0,55.0,20.0,9.0,5.0,10.0,2.5,6
1071,27.0,11.0,8.0,8.0,2.0,8.0,10.0,7.0,63.0,25.0,6.0,4.0,5.0,2.5,6
1072,28.0,3.0,6.0,6.0,2.0,2.0,4.0,2.0,26.0,8.0,2.0,1.0,3.0,2.5,6
1073,29.0,4.0,10.0,8.0,8.0,3.0,9.0,7.0,56.0,16.0,9.0,1.0,5.0,2.5,6
1074,30.0,6.0,11.0,7.0,16.0,9.0,7.0,3.0,60.0,18.0,2.0,3.0,3.0,2.5,6
1075,31.0,6.0,11.0,10.0,9.0,9.0,7.0,5.0,59.0,10.0,8.0,4.0,7.0,2.5,6
1076,32.0,11.0,11.0,10.0,14.0,9.0,4.0,5.0,47.0,13.0,5.0,6.0,7.0,2.5,6
1077,33.0,7.0,7.0,11.0,13.0,5.0,6.0,2.0,54.0,21.0,7.0,4.0,5.0,2.5,6
1078,34.0,10.0,5.0,16.0,6.0,4.0,7.0,6.0,47.0,16.0,6.0,4.0,7.0,2.5,6
1079,35.0,8.0,8.0,11.0,12.0,7.0,6.0,10.0,52.0,14.0,6.0,3.0,3.0,2.5,6
1080,36.0,6.0,8.0,15.0,11.0,4.0,9.0,6.0,57.0,21.0,6.0,0.0,4.0,2.5,6
1081,37.0,5.0,7.0,9.0,16.0,8.0,7.0,9.0,55.0,14.0,7.0,2.0,4.0,2.5,6
